pnu	시군구	번지	본번	부번	단지명	전용면적	계약연월	계약일	거래금액만원	층	건축년도	도로명
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	43.38	200601	24	4200	1	1997	경강로2539번길 8
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	6	7500	2	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	9	8500	11	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	200601	10	12500	5	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	12	5998	2	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	13	7213	14	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	13	7379	13	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	49.85	200601	13	5580	6	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	13	7379	7	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	13	7379	3	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	13	7379	9	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	13	7213	14	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	13	7379	4	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	14	8600	7	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	84.84	200601	23	12300	8	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	59.89	200601	23	6137	9	1999	가작로 78
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	49.85	200601	24	5500	1	1999	가작로 78
4215011000117670000	강원도 강릉시 교동	1767	1767	0000	교동2현대	84.97	200601	2	14500	14	1999	교동광장로 138-15
4215011000117670000	강원도 강릉시 교동	1767	1767	0000	교동2현대	99.98	200601	19	17200	14	1999	교동광장로 138-13
4215011000100180016	강원도 강릉시 교동	18-16	0018	0016	교동대림	59.84	200601	24	7200	5	1997	수리골길17번길 21
4215011000100370003	강원도 강릉시 교동	37-3	0037	0003	예성그린1	56.16	200601	7	4900	6	1995	가작로252번길 22
4215011000108280019	강원도 강릉시 교동	828-19	0828	0019	현대	84.945	200601	27	7000	4	1992	옛강일길 41
4215011000117590000	강원도 강릉시 교동	1759	1759	0000	현대하이빌	122.74	200601	30	21300	3	1999	원대로128번길 14
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	41.18	200601	20	2000	4	1988	관대길 63
4215011600106160000	강원도 강릉시 내곡동	616	0616	0000	강부2	41.18	200601	27	1900	3	1988	관대길 63
4215011600100750001	강원도 강릉시 내곡동	75-1	0075	0001	관동2	49.94	200601	11	3900	2	1992	남산초교길12번길 11
4215011600104690000	강원도 강릉시 내곡동	469	0469	0000	내곡동현대	84.99	200601	19	10000	9	1998	범일로 645
4215011600104690000	강원도 강릉시 내곡동	469	0469	0000	내곡동현대	59.84	200601	25	7500	16	1998	범일로 645
4215011600106230000	강원도 강릉시 내곡동	623	0623	0000	내곡주공	39.3	200601	4	2500	2	1989	관대길16번길 6
4215011600106230000	강원도 강릉시 내곡동	623	0623	0000	내곡주공	39.3	200601	17	3000	4	1989	관대길16번길 6
4215011600101360000	강원도 강릉시 내곡동	136	0136	0000	삼익타워맨션	84.86	200601	2	6900	5	1993	남산초교길 65
4215012100106050000	강원도 강릉시 노암동	605	0605	0000	노암3한라	39.762	200601	3	4500	12	2000	남부로125번길 7
4215012100106050000	강원도 강릉시 노암동	605	0605	0000	노암3한라	39.762	200601	9	4300	11	2000	남부로125번길 7
4215012100106050000	강원도 강릉시 노암동	605	0605	0000	노암3한라	74.64	200601	18	8400	14	2000	남부로125번길 7
4215012100103900000	강원도 강릉시 노암동	390	0390	0000	노암한라	129.801	200601	25	11300	6	1994	노암길42번길 24
4215012100103850000	강원도 강릉시 노암동	385	0385	0000	한라2	59.989	200601	2	5700	1	1995	남부로191번길 21
4215011400109400023	강원도 강릉시 송정동	940-23	0940	0023	대림맨션	84.99	200601	3	6700	1	1991	남강초교2길 44
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	16	6728	4	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	8	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	1	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	2	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	2	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	10	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	4	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	6900	1	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	6	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	1	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	2	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7200	5	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	3	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	4	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	9	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	10	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	7	2000	강변로440번길 30
4215012500105430003	강원도 강릉시 입암동	543-3	0543	0003	에버그린	59.85	200601	23	7000	4	2000	강변로440번길 30
4215012500100900005	강원도 강릉시 입암동	90-5	0090	0005	은하	39.85	200601	12	2700	4	2001	월대산로 47
4215012500106410000	강원도 강릉시 입암동	641	0641	0000	입암1주공	39.72	200601	10	2800	1	1986	강변로 364
4215012500106410000	강원도 강릉시 입암동	641	0641	0000	입암1주공	39.72	200601	26	2500	1	1986	강변로 364
4215012500106850000	강원도 강릉시 입암동	685	0685	0000	입암5주공	49.97	200601	12	4900	12	1996	성덕포남로 89-17
4215012500107090001	강원도 강릉시 입암동	709-1	0709	0001	입암6주공	59.99	200601	13	6000	11	1998	성덕포남로 39
4215012500107090001	강원도 강릉시 입암동	709-1	0709	0001	입암6주공	59.99	200601	13	5800	13	1998	성덕포남로 39
4215012500107090001	강원도 강릉시 입암동	709-1	0709	0001	입암6주공	59.99	200601	19	6000	14	1998	성덕포남로 39
4215012500107090001	강원도 강릉시 입암동	709-1	0709	0001	입암6주공	59.99	200601	19	6200	6	1998	성덕포남로 39
4215012500107090001	강원도 강릉시 입암동	709-1	0709	0001	입암6주공	49.62	200601	23	4200	5	1998	성덕포남로 39
