pnu	시군구	번지	본번	부번	단지명	전용면적	계약연월	계약일	거래금액만원	층	건축년도	도로명
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	84.945	201208	24	13000	5	1997	경강로2539번길 8
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	59.8	201208	27	8500	15	1997	경강로2539번길 8
4215011500102020000	강원도 강릉시 견소동	202	0202	0000	송정한신	59.8	201208	31	6000	1	1997	경강로2539번길 8
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	84.99	201208	8	15000	7	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	84.99	201208	9	16500	9	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	84.99	201208	10	10000	9	2005	경강로2539번길 22
4215011500102890000	강원도 강릉시 견소동	289	0289	0000	송정해변신도브래뉴아파트	84.99	201208	23	17500	8	2005	경강로2539번길 22
4215011000119820000	강원도 강릉시 교동	1982	1982	0000	강릉교동롯데캐슬1단지	135.1727	201208	21	25395	5	2009	화부산로99번길 12
4215011000119820000	강원도 강릉시 교동	1982	1982	0000	강릉교동롯데캐슬1단지	164.0098	201208	28	31974	8	2009	화부산로99번길 12
4215011000119820000	강원도 강릉시 교동	1982	1982	0000	강릉교동롯데캐슬1단지	135.1727	201208	31	25395	3	2009	화부산로99번길 12
4215011000119820000	강원도 강릉시 교동	1982	1982	0000	강릉교동롯데캐슬1단지	135.1727	201208	31	25395	3	2009	화부산로99번길 12
4215011000119830000	강원도 강릉시 교동	1983	1983	0000	강릉교동롯데캐슬2단지	135.1008	201208	8	30000	14	2009	화부산로111번길 24
4215011000117500000	강원도 강릉시 교동	1750	1750	0000	교동1주공	49.85	201208	2	9000	13	1999	가작로 78
4215011000117670000	강원도 강릉시 교동	1767	1767	0000	교동2현대	99.98	201208	21	21200	9	1999	교동광장로 138-15
4215011000100180016	강원도 강릉시 교동	18-16	0018	0016	교동대림	59.84	201208	8	8600	17	1997	수리골길17번길 21
4215011000103570000	강원도 강릉시 교동	357	0357	0000	교동이-편한세상	84.7155	201208	7	21700	16	2006	종합운동장길 92
4215011000103570000	강원도 강릉시 교동	357	0357	0000	교동이-편한세상	84.7155	201208	11	19500	3	2006	종합운동장길 92
4215011000103570000	강원도 강릉시 교동	357	0357	0000	교동이-편한세상	84.7155	201208	18	22000	19	2006	종합운동장길 92
4215011000103570000	강원도 강릉시 교동	357	0357	0000	교동이-편한세상	152.24	201208	29	26000	2	2006	종합운동장길 92
4215011000103320002	강원도 강릉시 교동	332-2	0332	0002	대인맨션	84.12	201208	29	9400	5	1991	화부산로141번길 45
4215011000114290001	강원도 강릉시 교동	1429-1	1429	0001	민락	54.81	201208	27	5500	2	1985	하슬라로10번길 7
