,전국,서울,종로구,중구,용산구,성동구,광진구,동대문구,중랑구,성북구,강북구,도봉구,노원구,은평구,서대문구,마포구,양천구,강서구,구로구,금천구,영등포구,동작구,관악구,서초구,강남구,송파구,강동구,수도권
20.08.10,79.08,81.083,87.519,83.925,82.154,83.112,85.759,81.574,80.733,81.834,79.846,77.485,74.129,79.638,84.698,81.164,84.255,78.636,79.041,83.919,82.865,80.611,83.608,82.857,84.601,82.317,82.367,75.525
20.08.17,79.249,81.443,87.567,84.074,82.295,83.594,86.155,81.844,81.131,82.324,80.13,77.821,74.729,80.217,84.907,81.499,84.555,78.963,79.412,84.446,83.132,80.873,83.83,83.021,84.972,82.704,82.597,75.752
20.08.24,79.428,81.796,87.982,84.388,82.424,84.122,86.428,82.182,81.437,82.765,81.103,78.243,75.189,80.637,85.185,81.844,84.846,79.408,79.902,84.67,83.341,81.179,84.022,83.161,85.132,83.124,82.903,75.992
20.08.31,79.583,82.108,88.308,84.43,82.736,84.457,86.741,82.518,81.828,82.964,81.542,78.711,75.664,81.074,85.413,82.048,85.165,79.794,80.27,84.944,83.649,81.449,84.112,83.331,85.437,83.348,83.099,76.195
20.09.07,79.722,82.398,88.502,84.618,83.064,84.852,86.899,82.584,82.031,83.306,81.681,79.114,76.109,81.375,85.715,82.331,85.364,80.065,80.674,85.168,83.956,81.719,84.333,83.623,85.632,83.587,83.405,76.376
20.09.14,79.878,82.701,88.786,84.909,83.118,85.156,87.223,82.996,82.49,83.477,82.167,79.558,76.654,81.848,85.833,82.525,85.642,80.254,80.977,85.577,84.132,81.925,84.527,83.811,85.969,83.83,83.635,76.574
20.09.21,80.031,82.932,88.914,84.998,83.168,85.427,87.308,83.258,82.755,83.634,82.498,79.765,76.919,82.146,86.036,82.774,85.858,80.538,81.2,85.821,84.399,82.172,84.714,83.888,86.267,84.097,83.858,76.757
20.10.05,80.192,83.133,89.143,85.247,83.348,85.535,87.585,83.404,82.968,83.859,82.729,79.933,77.124,82.347,86.284,82.979,85.967,80.811,81.385,86.053,84.728,82.34,84.872,84.033,86.563,84.263,83.99,76.936
20.10.12,80.338,83.317,89.16,85.396,83.523,85.787,87.8,83.569,83.166,84.112,82.87,80.132,77.3,82.443,86.4,83.223,86.095,80.999,81.56,86.251,84.959,82.546,85.09,84.129,86.793,84.442,84.161,77.097
20.10.19,80.542,83.576,89.196,85.5,83.698,85.884,88.036,83.97,83.553,84.49,83.358,80.521,77.724,82.862,86.591,83.401,86.167,81.219,82.015,86.427,85.234,82.683,85.339,84.217,86.969,84.641,84.327,77.335
20.10.26,80.766,83.829,89.272,86.016,84.053,86.057,88.258,84.09,83.927,84.816,83.905,80.809,78.286,83.052,86.849,83.595,86.313,81.536,82.312,86.727,85.507,82.798,85.421,84.339,87.069,84.779,84.43,77.588
20.11.02,81.008,84.106,89.372,86.386,84.391,86.253,88.524,84.529,84.269,85.027,84.136,81.338,78.542,83.652,87.121,83.929,86.472,81.828,82.681,87.085,85.77,83.101,85.832,84.503,87.197,84.948,84.667,77.843
20.11.09,81.254,84.356,89.435,87.05,84.658,86.823,88.654,84.733,84.473,85.252,84.32,81.685,78.859,84.403,87.353,84.111,86.741,82.042,82.964,87.232,85.943,83.259,86.135,84.652,87.239,85.171,84.905,78.057
20.11.16,81.553,84.6,89.779,87.415,84.658,86.988,88.797,84.943,84.677,85.511,84.415,81.969,79.202,84.779,87.579,84.333,86.909,82.241,83.192,87.378,86.356,83.45,86.568,84.961,87.368,85.419,85.112,78.325
20.11.23,81.903,84.863,89.835,87.599,84.828,87.069,89.202,85.07,84.818,85.766,84.71,82.139,79.565,85.398,87.826,84.587,87.216,82.351,83.532,87.534,86.615,83.684,86.903,85.143,87.81,85.64,85.351,78.606
20.11.30,82.231,85.091,89.943,87.913,85.004,87.22,89.455,85.175,84.973,85.961,85.278,82.45,79.787,85.593,88.118,84.754,87.393,82.741,83.769,87.748,86.767,83.945,86.971,85.177,88.172,85.921,85.605,78.875
20.12.07,82.562,85.409,90.7,88.108,85.064,87.514,89.497,85.406,85.417,86.311,85.727,82.847,80.254,86.064,88.389,85.04,87.601,82.953,83.943,87.993,87.123,84.185,87.375,85.42,88.527,86.295,85.867,79.18
20.12.14,82.949,85.713,90.997,88.526,85.203,87.642,89.829,85.658,85.803,86.867,85.923,83.33,80.706,86.344,88.614,85.276,87.935,83.14,84.176,88.382,87.434,84.492,87.734,85.791,88.563,86.599,86.165,79.531
20.12.21,83.237,86.038,91.383,88.56,85.392,88.156,89.951,86.222,85.926,87.003,86.116,83.646,81.1,86.767,89.005,85.584,88.18,83.427,84.666,88.613,87.774,84.817,87.998,86.176,88.803,86.953,86.518,79.846
20.12.28,83.582,86.422,91.505,89.149,85.793,88.786,90.203,86.336,86.076,87.703,86.27,83.935,81.627,87.272,89.154,85.998,88.354,83.676,84.974,88.802,88.291,85.373,88.644,86.533,89.069,87.374,86.941,80.211
21.01.04,83.865,86.761,91.762,89.434,85.991,89.23,90.475,86.907,86.225,87.984,86.555,84.235,82.156,87.741,89.325,86.808,88.458,83.836,85.216,88.983,88.497,85.959,88.81,86.853,89.281,87.742,87.444,80.551
21.01.11,84.208,87.087,91.873,89.641,86.306,89.468,90.645,87.274,86.258,88.514,86.684,84.46,82.742,88.048,89.555,87.199,88.644,84.273,85.479,89.116,88.724,86.426,89.271,87.317,89.379,88.07,87.738,80.961
21.01.18,84.542,87.426,92.028,90.602,86.687,89.593,90.827,87.805,86.52,88.937,87.089,84.646,83.26,88.433,90.007,87.594,88.897,84.479,85.942,89.179,88.932,87.141,89.526,87.663,89.6,88.318,87.991,81.39
21.01.25,84.869,87.755,92.113,90.811,86.801,90.015,90.993,88.047,86.807,89.31,87.391,85.078,83.724,88.795,90.032,88.136,89.214,84.713,86.508,89.481,89.182,87.797,89.86,87.87,89.777,88.53,88.343,81.778
21.02.01,85.256,88.106,92.173,91.626,87.05,90.414,91.177,88.461,87.261,89.461,87.736,85.527,84.311,89.044,90.177,88.586,89.623,84.955,86.88,89.749,89.609,88.485,90.034,87.995,90.042,88.728,88.733,82.262
21.02.15,85.688,88.48,92.223,91.991,87.217,90.783,91.456,89.355,87.537,89.629,87.934,85.841,84.917,89.206,90.507,89.184,90.031,85.4,87.148,89.936,89.989,89.226,90.386,88.099,90.379,88.978,89.053,82.833
21.02.22,86.1,88.816,92.272,92.184,87.528,91.125,91.541,90.051,87.935,89.843,88.266,86.234,85.462,89.529,90.638,89.723,90.378,85.71,87.571,90.139,90.307,89.635,90.599,88.225,90.624,89.209,89.372,83.368
21.03.01,86.497,89.12,92.318,92.265,88.09,91.504,91.693,90.21,88.18,90.298,88.595,86.682,85.912,89.72,90.95,89.888,90.63,86.036,87.9,90.476,90.394,90.433,90.899,88.306,90.76,89.528,89.611,83.901
21.03.08,86.843,89.406,92.337,92.321,88.262,91.57,91.859,90.508,88.425,90.833,88.782,87.368,86.46,89.775,91.073,90.601,90.801,86.117,88.169,90.671,90.787,90.664,91.004,88.433,91.006,89.707,89.806,84.359
21.03.15,87.171,89.658,92.357,92.501,88.515,91.658,91.967,90.674,88.693,91.225,89.176,88.104,86.735,90.14,91.45,90.976,91.138,86.228,88.489,90.78,90.97,90.814,91.104,88.475,91.14,89.835,90.361,84.808
21.03.22,87.515,89.878,92.357,92.841,88.787,91.829,92.092,90.936,88.959,91.456,89.431,88.529,86.955,90.219,91.853,91.283,91.317,86.399,88.812,90.826,91.164,90.998,91.491,88.562,91.31,89.994,90.586,85.24
21.03.29,87.846,90.06,92.653,93.076,89.231,91.967,92.11,90.968,89.179,91.76,89.481,88.686,87.223,90.314,91.989,91.45,91.493,86.607,88.924,90.854,91.424,91.506,91.622,88.6,91.358,90.067,91.036,85.655
21.04.05,88.163,90.316,92.991,93.289,89.43,92.554,92.283,91.159,89.293,91.815,89.737,89.265,87.656,90.425,92.27,91.805,91.711,86.956,89.217,91.095,91.631,91.689,91.835,88.647,91.493,90.21,91.299,86.059
21.04.12,88.417,90.512,93.022,93.371,89.461,92.81,92.297,91.334,89.506,92.019,90.203,89.82,88.067,90.686,92.441,91.861,91.828,87.066,89.329,91.158,91.822,91.811,91.988,88.726,91.65,90.375,91.396,86.385
21.04.19,88.709,90.707,93.07,93.416,89.481,92.929,92.448,91.613,89.658,92.063,90.469,90.348,88.501,90.761,92.76,92.006,91.94,87.261,89.495,91.221,91.949,91.95,92.019,88.896,91.777,90.532,91.607,86.744
21.04.26,88.99,90.957,93.178,93.565,89.647,93.056,92.586,91.754,89.895,92.068,91.1,90.703,88.929,90.932,92.833,92.394,92.437,87.499,89.645,91.556,92.094,92.083,92.156,89.016,92.139,90.759,91.877,87.083
21.05.03,89.24,91.164,93.22,94,89.803,93.056,92.615,91.981,90.048,92.188,91.464,91.113,89.17,91.01,92.975,92.573,92.669,87.729,89.915,91.91,92.331,92.244,92.346,89.165,92.33,91.006,92.071,87.372
21.05.10,89.526,91.424,93.558,94.337,90.086,93.181,92.709,92.155,90.333,92.305,91.735,91.492,89.585,91.092,93.141,92.929,92.961,87.947,90.207,91.915,92.666,92.361,92.544,89.504,92.489,91.355,92.297,87.723
21.05.17,89.78,91.628,93.611,94.342,90.316,93.182,92.811,92.263,90.554,92.531,91.823,91.875,90.019,91.156,93.245,93.071,93.119,88.174,90.407,92.221,92.94,92.702,92.653,89.554,92.597,91.575,92.466,88.039
21.05.24,90.133,91.944,93.784,94.433,90.472,93.273,92.946,92.758,90.904,92.609,92.039,92.245,90.537,91.322,93.485,93.399,93.337,88.489,90.815,92.377,93.093,93.246,92.957,90.115,92.831,91.868,92.846,88.474
21.05.31,90.477,92.28,93.901,94.503,90.801,93.634,93.07,93.04,91.364,92.835,92.542,92.754,90.915,91.511,93.717,93.661,93.598,88.741,91.366,92.645,93.293,93.739,93.409,90.687,93.107,92.15,93.097,88.921
21.06.07,90.859,92.631,93.923,94.798,91.145,93.826,93.272,93.379,91.721,93.087,93.037,93.067,91.47,92.055,94.082,94.006,93.977,89.278,91.719,92.922,93.595,94.222,93.619,91.135,93.239,92.312,93.54,89.402
21.06.14,91.218,92.941,93.944,95.172,91.405,94.258,93.552,93.641,91.936,93.613,93.082,93.17,91.841,92.57,94.507,94.267,94.293,89.685,92.156,93.16,93.76,94.703,93.79,91.562,93.421,92.498,93.855,89.846
21.06.21,91.546,93.253,94.115,95.203,91.7,94.38,93.825,93.845,92.232,93.93,93.451,93.463,92.405,92.742,94.517,94.613,94.542,89.996,92.762,93.476,93.97,95.287,93.996,91.801,93.627,92.767,94.15,90.257
21.06.28,91.928,93.625,94.27,95.657,91.815,94.573,94.325,94.062,92.62,94.481,94.122,94.035,92.818,92.898,94.949,94.908,94.718,90.612,93.345,93.996,94.087,95.848,94.164,92.229,93.963,93.02,94.45,90.733
21.07.05,92.25,93.878,94.646,95.913,92.112,94.691,94.759,94.422,93.15,94.512,94.354,94.398,93.01,93.421,95.226,95.16,95.044,90.807,93.444,94.358,94.338,96.018,94.815,92.497,94.08,93.245,94.733,91.131
21.07.12,92.604,94.133,94.793,95.971,92.424,94.836,94.968,94.618,93.463,94.852,94.46,94.633,93.36,93.685,95.765,95.421,95.208,91.034,93.825,94.439,94.683,96.154,95.006,92.608,94.224,93.684,94.832,91.567
21.07.19,92.985,94.473,94.81,96.336,92.529,94.876,95.144,95.219,93.933,95.052,94.905,95.311,93.824,94.143,95.821,95.676,95.309,91.478,94.008,95.034,95.02,96.268,95.377,92.97,94.47,94.163,95.267,92.052
21.07.26,93.35,94.729,94.968,96.335,93.048,94.941,95.425,95.538,94.397,95.218,94.971,95.57,94.075,94.229,96.123,95.887,95.541,91.958,94.285,95.293,95.32,96.45,95.683,93.181,94.647,94.523,95.452,92.491
21.08.02,93.655,94.948,95.072,96.47,93.572,95.041,95.483,96.028,94.53,95.487,95.101,95.838,94.249,94.617,96.373,96.243,95.697,92.219,94.379,95.458,95.466,96.598,95.886,93.436,94.825,94.828,95.598,92.857
21.08.09,94.074,95.311,95.33,96.47,93.733,95.62,96.064,96.279,94.985,95.835,95.401,96.374,94.799,95.018,96.538,96.685,96.176,92.734,94.495,95.859,95.668,96.757,96.147,93.908,95.018,95.241,95.706,93.387
21.08.16,94.441,95.633,95.537,96.47,94.178,95.983,96.437,96.421,95.414,96.276,95.768,96.841,95.231,95.665,96.877,96.79,96.317,93.341,94.663,96.064,95.941,96.791,96.499,94.23,95.284,95.643,95.745,93.854
21.08.23,94.925,96.063,95.939,97.067,94.62,96.574,96.956,96.867,95.826,96.696,96.123,97.389,95.794,96.068,97.294,97.101,96.663,93.974,95.087,96.21,96.226,97.076,96.919,94.585,95.621,96.093,96.095,94.487
21.08.30,95.395,96.453,96.023,97.067,95.251,97.294,97.224,97.123,96.416,96.992,96.46,97.759,96.191,96.438,97.78,97.26,96.847,94.732,95.677,96.886,96.777,97.237,97.144,95.015,95.921,96.381,96.359,95.048
21.09.06,95.853,96.886,96.271,97.371,95.672,97.865,97.684,97.611,96.729,97.707,97.117,98.014,96.921,96.99,98.181,97.548,97.091,95.382,96.187,97.59,97.057,97.504,97.354,95.402,96.181,96.811,96.383,95.616
21.09.13,96.299,97.252,96.81,97.657,96.08,98.166,98.04,97.968,97.044,98.077,97.499,98.238,97.555,97.588,98.501,97.822,97.438,95.999,96.573,97.902,97.245,97.652,97.73,95.805,96.43,97.104,96.553,96.136
21.09.27,96.83,97.684,97.095,97.988,96.73,98.615,98.094,98.269,97.316,98.526,98.298,98.65,97.96,98.107,98.613,98.217,97.991,96.848,97.18,98.28,97.736,98.057,98.299,96.243,96.697,97.493,96.746,96.756
21.10.04,97.216,97.96,97.562,98.037,96.861,98.653,98.094,98.537,97.726,98.971,98.401,98.969,98.195,98.461,98.793,98.397,98.285,97.266,97.595,98.433,98.023,98.378,98.627,96.402,96.953,97.835,97.068,97.223
21.10.11,97.563,98.269,97.772,98.31,97.028,99.005,98.259,98.87,98.326,99.191,98.593,99.233,98.5,98.535,99.093,98.553,98.391,97.479,98.108,98.488,98.362,98.63,99.01,96.762,97.412,98.291,97.389,97.626
21.10.18,97.977,98.507,98.177,98.543,97.378,99.073,98.31,98.882,98.415,99.27,98.842,99.337,98.644,98.819,99.192,98.981,98.73,97.886,98.505,98.553,98.463,98.725,99.278,97.227,97.762,98.661,97.58,98.045
21.10.25,98.315,98.751,98.729,99.096,97.83,99.355,98.893,99.04,98.76,99.431,98.973,99.399,98.943,98.968,99.232,99.101,98.971,98.14,98.709,98.658,98.633,98.858,99.502,97.418,98.208,98.882,97.947,98.391
21.11.01,98.599,98.969,99.136,99.318,98.213,99.364,99.212,99.072,99.007,99.48,99.054,99.404,99.23,99.123,99.25,99.425,99.085,98.773,99.027,98.837,98.881,98.965,99.697,97.829,98.385,98.978,98.299,98.679
21.11.08,98.849,99.156,99.186,99.318,98.456,99.513,99.333,99.445,99.366,99.549,99.168,99.555,99.376,99.24,99.41,99.546,99.266,99.062,99.123,98.873,99.058,99.146,99.755,98.195,98.631,99.135,98.623,98.922
21.11.15,99.065,99.31,99.186,99.47,98.75,99.631,99.476,99.737,99.366,99.814,99.216,99.575,99.51,99.302,99.41,99.694,99.372,99.331,99.276,98.961,99.087,99.268,99.877,98.51,98.86,99.268,98.895,99.117
21.11.22,99.256,99.458,99.358,99.578,99.202,99.674,99.586,99.772,99.576,99.837,99.53,99.699,99.642,99.484,99.41,99.813,99.422,99.435,99.44,99.344,99.324,99.469,99.891,98.717,99.008,99.423,99.231,99.305
21.11.29,99.414,99.595,99.616,99.596,99.42,99.674,99.723,99.782,99.824,99.886,99.711,99.887,99.73,99.687,99.437,99.813,99.48,99.439,99.751,99.468,99.561,99.752,99.891,98.954,99.217,99.623,99.341,99.47
21.12.06,99.56,99.7,99.882,99.741,99.499,99.717,99.803,99.782,99.883,99.897,99.736,99.944,99.735,99.843,99.705,99.816,99.578,99.591,99.831,99.549,99.76,99.843,99.891,99.32,99.332,99.68,99.725,99.624
21.12.13,99.685,99.768,99.968,99.918,99.639,99.729,99.834,99.782,99.918,99.897,99.804,99.944,99.785,99.918,99.741,99.833,99.678,99.637,99.844,99.695,99.833,99.944,99.939,99.507,99.504,99.728,99.843,99.744
21.12.20,99.806,99.85,100,99.918,99.891,99.741,99.921,99.845,99.93,99.98,99.851,99.974,99.921,99.98,99.826,99.884,99.752,99.637,99.856,99.765,99.857,99.944,99.965,99.748,99.71,99.819,99.921,99.848
21.12.27,99.893,99.917,100,99.968,99.922,99.77,99.927,99.936,99.981,100,99.911,100.008,99.985,99.98,99.885,99.948,99.854,99.773,99.899,99.802,99.913,99.944,99.965,99.927,99.881,99.867,99.958,99.92
22.01.03,99.946,99.968,100,100,99.948,99.959,99.969,99.936,99.981,100,99.911,100,100.003,100.001,99.986,99.939,99.954,99.922,99.977,99.942,99.978,99.944,99.968,99.956,99.972,99.946,99.967,99.964
22.01.10,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100
22.01.17,100.049,100.034,100,100,100,100.067,100.004,100.04,100.056,99.996,100.061,100.055,100.015,100.014,100.029,100,100.097,100.038,100.042,100.053,100.072,100.021,99.959,100.03,100.061,100,100.067,100.04
22.01.24,100.089,100.06,100,100,100.027,100.079,100.034,100.061,100.082,99.983,100.074,100.092,100.05,100.014,100.029,100.019,100.114,100.086,100.042,100.129,100.166,100.021,99.935,100.057,100.122,100.018,100.106,100.073
22.02.07,100.128,100.08,100,100,100.119,100.143,100.07,99.981,100.082,99.969,100.074,100.093,100.051,100.014,100.01,100.047,100.241,100.092,100.051,100.266,100.217,100.021,99.917,100.098,100.152,100.048,100.098,100.092
22.02.14,100.163,100.092,100,100,100.234,100.219,100.126,99.901,100.082,99.929,100.143,100.093,100.036,100.014,100.01,100.071,100.239,100.126,100.071,100.266,100.234,100.041,99.919,100.149,100.159,100.079,100.092,100.108
22.02.21,100.184,100.104,100,100,100.308,100.309,100.149,99.861,100.082,99.88,100.148,100.093,100.023,100.018,100.01,100.103,100.198,100.16,100.071,100.351,100.234,100.041,100.021,100.17,100.209,100.092,100.112,100.117
22.02.28,100.208,100.119,100,100,100.345,100.309,100.161,99.861,100.082,99.871,100.148,100.111,100.043,100.017,100.04,100.122,100.184,100.194,100.099,100.404,100.262,100.041,100.035,100.202,100.254,100.094,100.093,100.134
22.03.07,100.232,100.132,100.04,100,100.4,100.399,100.193,99.861,100.082,99.805,100.148,100.141,100.043,100.017,99.992,100.131,100.167,100.23,100.099,100.404,100.257,100.042,100.135,100.235,100.313,100.094,100.108,100.142
22.03.14,100.266,100.147,100.067,100,100.436,100.452,100.193,99.84,100.082,99.799,100.148,100.125,100.031,100.017,100.007,100.131,100.174,100.3,100.099,100.442,100.235,100.044,100.135,100.287,100.391,100.096,100.143,100.151
22.03.21,100.306,100.162,100.118,100.03,100.538,100.452,100.302,99.84,100.082,99.799,100.156,100.14,99.964,100.017,100.007,100.165,100.177,100.334,100.129,100.566,100.235,100.048,100.159,100.294,100.495,100.119,100.148,100.168
22.03.28,100.358,100.186,100.143,100.055,100.587,100.452,100.364,99.882,100.082,99.816,100.179,100.157,99.977,100.023,100.031,100.172,100.186,100.392,100.173,100.61,100.236,100.059,100.186,100.363,100.533,100.119,100.171,100.204
22.04.04,100.413,100.22,100.215,100.055,100.62,100.487,100.453,99.935,100.095,99.832,100.224,100.217,99.981,100.036,100.045,100.172,100.198,100.421,100.173,100.61,100.284,100.089,100.186,100.473,100.634,100.156,100.171,100.247
22.04.11,100.46,100.256,100.301,100.055,100.703,100.487,100.577,100.021,100.132,99.866,100.258,100.238,99.993,100.046,100.064,100.194,100.236,100.471,100.173,100.64,100.29,100.112,100.186,100.637,100.675,100.188,100.2,100.281
22.04.18,100.522,100.298,100.373,100.108,100.83,100.513,100.692,100.025,100.139,99.909,100.297,100.265,100.014,100.127,100.085,100.208,100.276,100.547,100.21,100.671,100.286,100.128,100.205,100.787,100.716,100.251,100.2,100.328
22.04.25,100.576,100.341,100.503,100.142,100.963,100.566,100.815,100.025,100.162,99.882,100.301,100.306,100.024,100.183,100.087,100.234,100.282,100.545,100.273,100.69,100.371,100.253,100.205,101.008,100.73,100.288,100.225,100.372
22.05.02,100.629,100.394,100.672,100.161,101.175,100.61,100.863,100.025,100.178,99.871,100.325,100.367,100.046,100.195,100.087,100.306,100.304,100.545,100.391,100.847,100.406,100.418,100.265,101.187,100.734,100.377,100.229,100.414
22.05.09,100.682,100.432,100.818,100.161,101.409,100.61,100.952,100.025,100.178,99.86,100.331,100.399,99.999,100.201,100.087,100.383,100.344,100.634,100.391,100.891,100.507,100.549,100.265,101.304,100.8,100.411,100.26,100.455
22.05.16,100.712,100.469,100.961,100.161,101.684,100.615,100.964,100.025,100.178,99.813,100.35,100.408,99.959,100.242,100.087,100.442,100.494,100.634,100.391,101.056,100.518,100.611,100.354,101.385,100.895,100.484,100.251,100.475
22.05.23,100.742,100.519,101.035,100.237,101.996,100.633,101.036,100.124,100.257,99.809,100.401,100.468,99.934,100.322,100.087,100.527,100.656,100.671,100.412,101.165,100.554,100.639,100.459,101.398,100.963,100.505,100.312,100.488
22.05.30,100.756,100.557,101.18,100.237,102.165,100.633,101.137,100.124,100.257,99.804,100.456,100.497,99.92,100.354,99.999,100.636,100.738,100.671,100.472,101.261,100.629,100.795,100.481,101.465,101.006,100.53,100.355,100.483
22.06.06,100.762,100.587,101.313,100.237,102.365,100.649,101.282,100.124,100.257,99.804,100.513,100.497,99.878,100.36,99.944,100.646,100.745,100.671,100.479,101.261,100.657,100.826,100.481,101.665,101.135,100.552,100.375,100.474
22.06.13,100.752,100.603,101.313,100.237,102.413,100.649,101.308,100.124,100.283,99.729,100.554,100.51,99.829,100.36,99.912,100.681,100.747,100.681,100.5,101.326,100.778,100.828,100.439,101.81,101.255,100.517,100.379,100.437
22.06.20,100.747,100.626,101.313,100.309,102.413,100.649,101.387,100.044,100.283,99.727,100.584,100.476,99.824,100.358,99.894,100.721,100.771,100.681,100.487,101.426,100.904,100.861,100.409,101.948,101.375,100.513,100.359,100.42
22.06.27,100.741,100.629,101.445,100.309,102.574,100.647,101.469,99.898,100.335,99.667,100.589,100.441,99.828,100.357,99.875,100.705,100.778,100.709,100.467,101.463,100.908,100.883,100.369,102.017,101.463,100.451,100.341,100.404
22.07.04,100.713,100.634,101.445,100.309,102.583,100.638,101.47,99.898,100.335,99.626,100.611,100.441,99.83,100.393,99.831,100.708,100.77,100.709,100.45,101.536,100.991,100.914,100.376,102.028,101.516,100.424,100.313,100.356
22.07.11,100.678,100.638,101.438,100.309,102.62,100.668,101.507,99.896,100.335,99.6,100.599,100.406,99.838,100.413,99.817,100.692,100.756,100.629,100.448,101.536,101.029,100.859,100.375,102.028,101.673,100.396,100.327,100.314
22.07.18,100.631,100.618,101.438,100.309,102.636,100.703,101.552,99.892,100.335,99.52,100.599,100.375,99.778,100.476,99.778,100.692,100.717,100.547,100.42,101.525,101.123,100.84,100.337,102.039,101.732,100.382,100.092,100.247
22.07.25,100.584,100.584,101.436,100.309,102.636,100.742,101.59,99.889,100.335,99.483,100.56,100.343,99.656,100.479,99.714,100.624,100.62,100.412,100.445,101.525,101.135,100.748,100.348,102.046,101.721,100.376,100.082,100.199
22.08.01,100.557,100.571,101.426,100.309,102.647,100.742,101.59,99.889,100.335,99.447,100.56,100.343,99.605,100.479,99.688,100.621,100.598,100.412,100.431,101.525,101.133,100.724,100.348,102.047,101.721,100.355,100.082,100.166
22.08.08,100.498,100.536,101.411,100.273,102.658,100.73,101.574,99.889,100.335,99.279,100.56,100.164,99.542,100.494,99.672,100.597,100.576,100.383,100.431,101.525,101.126,100.709,100.349,102.053,101.681,100.31,100.069,100.103
22.08.15,100.45,100.492,101.411,100.236,102.668,100.73,101.574,99.843,100.335,99.237,100.56,99.785,99.482,100.48,99.658,100.599,100.545,100.358,100.405,101.525,101.119,100.659,100.335,102.053,101.649,100.231,100.061,100.037
22.08.22,100.393,100.453,101.415,100.236,102.679,100.73,101.555,99.828,100.335,99.228,100.551,99.669,99.384,100.475,99.644,100.59,100.536,100.28,100.38,101.494,101.091,100.629,100.335,102.038,101.641,100.146,99.982,99.97
22.08.29,100.305,100.382,101.4,100.188,102.67,100.719,101.35,99.825,100.335,99.09,100.538,99.507,99.259,100.475,99.64,100.586,100.444,100.218,100.358,101.328,101.085,100.567,100.262,102.023,101.609,99.984,99.854,99.86
22.09.05,100.209,100.297,101.4,100.174,102.666,100.684,101.327,99.636,100.325,99.004,100.536,99.162,99.05,100.434,99.61,100.585,100.295,100.177,100.286,101.265,101.079,100.567,100.262,101.999,101.575,99.832,99.831,99.739
